appid,game_name,release_year,rec_cpu_requirement,rec_gpu_requirement,rec_ram_gb,matched_cpu_chipset,matched_cpu_price,matched_gpu_chipset,matched_gpu_price,matched_ram_size,matched_ram_price,total_estimated_price
2806890,STAY ALIVE MY SON (VR): A True Story About A Father's Relentless Search For His Son,2024,Intel Core i9 13900K,NVIDIA RTX 3080,64,Intel Core i9-13900,414.99,GeForce RTX 3080 10GB,779,,149.99,1343.98
2771320,The Nom,2024,3.5 GHz,GTX 950,6,Intel Xeon E3-1220 V6,25,GeForce GTX 950,199,,31.99,255.99
2791790,Super Kart Mini Car Race,2024,intel core i5,Nvidia GTX 1650,8,Intel Core i5-2400,49.99,GeForce GTX 1650 SUPER,419,,31.99,500.98
2646200,Wifey's Dilemma Revisited,2024,2.0 Ghz 64-bit Intel-compatible,OpenGL 3.0 or DirectX 11,3,Intel Pentium E2220,12.99,GeForce GTX 760,269,,11.77,293.76
1013140,Outcast - A New Beginning,2024,Ryzen 5 5600X / Core i5-12400,GeForce RTX 2070 Super / Radeon RX 6800 XT,16,AMD Ryzen 5 5500,74.22,GeForce RTX 2070 SUPER,689,,43.83,807.05
2954850,Her Shoes,2024,i7,GTX1050,8,Intel Core i7-3770,98.69,GeForce GTX 1050 Ti,263.99,,31.99,394.67
1415220,It's Only Money,2024,Intel i7 (11th Gen) or Ryzen 5 (5000 series) or equivalent,Geforce GTX 3070 or AMD Radeon RX 6700-XT (16GB) or equivalent,16,Intel Core i7-3770,98.69,GeForce RTX 3070,695,,43.83,837.52
2276140,Distant Sun,2024,AMD Ryzen 7 5800X 8-Core Processor,RTX 3070,16,AMD Ryzen 7 5800XT,140,GeForce RTX 3070,698,,43.83,881.83
2777630,Echoes of The Backrooms: Remastered,2024,Intel Core i7-10700KF,"NVIDIA RTX 3060, NVIDIA RTX 4060",16,Intel Core i7-10700KF,245,GeForce RTX 3060 12GB,256.98,,43.83,545.81
3010670,Two Doors,2024,Intel i7 6700,NVIDIA GeForce GTX 1050 or AMD equivalent,8,Intel Core i7-6700,123,GeForce GTX 1050 Ti,263.99,,31.99,418.98
2736780,RED NIGHT,2024,Intel Core i5-13100,NVIDIA GeForce RTX 2070 super,16,Intel Core i5-2400,49.99,GeForce RTX 2070 SUPER,689,,43.83,782.82
2694490,Path of Exile 2,2024,Intel® Core™ i5-10500 or AMD™ Ryzen 5 3700X,"NVIDIA® GeForce® RTX 2060, Intel® Arc™ A770, or ATI Radeon™ RX 5600XT",16,AMD Ryzen 5 5500,74.22,GeForce RTX 2060 SUPER,575,,43.83,693.05
2435910,Ghoul Smash,2024,Intel i3 10100f,GTX 1050,2.0,Intel Core i3-10100,99.99,GeForce GTX 1050 Ti,263.99,,11.74,375.72
2846290,Unspoken,2024,Intel Core i5,NVIDIA GeForce GTX 1050,8,Intel Core i5-2400,49.99,GeForce GTX 1050 Ti,263.99,,31.99,345.97
3066660,Ells Tales: Chicken,2024,Intel i5 and up,GTX 1660 and up,8,Intel Core i5-2400,49.99,GeForce GTX 1660,231.32,,31.99,313.30
844910,The Flying Farm,2024,2 GHz+,256 MB Video Card,0.3,Intel Pentium E2220,12.99,GeForce 9500 GT,119.99,,11.74,144.72
2434450,Skystrider,2024,"Intel Core i7-6700, Ryzen 5 1500X","RTX 2070, RX 6600, Arc A750",8,Intel Core i7-3770,98.69,GeForce RTX 2070 SUPER,689,,31.99,819.68
3162060,VHS Collection: Goodnight Me,2024,Intel Core I5 4200U / AMD A8-5545M,Nvidia GTX 1050 / AMD Radeon RX 560,6,Intel Core i5-2400,49.99,GeForce GTX 1050 Ti,263.99,,31.99,345.97
2665180,ALEPH,2024,Core i5 6600,GTX 1050,8,Intel Core i5-6600K,89.99,GeForce GTX 1050 Ti,263.99,,31.99,385.97
2778570,Lost Hope,2024,AMD Ryzen 5 3600 or Intel Core i5-10400F,NVIDIA GTX 1660 Super or AMD Radeon RX 580,16,Intel Core i5-2400,49.99,GeForce GTX 1660 SUPER,339,,43.83,432.82
3118330,VHS: Recovered Tapes,2024,Intel Core i3,NVIDIA GeForce GTX 2060,16,Intel Core i3-7100T,29,GeForce RTX 2060,309,,43.83,381.83
2905290,Easy Breezy Drive,2024,Ryzen 5 5600X / Intel Core i7-9700k,Nvidia GeForce RTX 3060 ti (High Settings),16,Intel Core i7-3770,98.69,GeForce RTX 3060 Ti,489.09,,43.83,631.61
2885990,Qwepoi,2024,"x86_64 CPU with SSE4.2 instructions, with 4 physical cores or more - Example: Intel Core i5-6600K, AMD Ryzen 5 1600","Dedicated graphics with full Vulkan 1.2 support - Example: NVIDIA GeForce GTX 1050 (Pascal), AMD Radeon RX 460 (GCN 4.0)",4,Intel Core i5-2400,49.99,GeForce GTX 1050 Ti,263.99,,11.77,325.75
1178530,Thirty-One 3D Premium,2024,1 GHz,256 MB / OpenGL 2.0,0.5,Intel Pentium E2220,12.99,GeForce 9500 GT,119.99,,11.74,144.72
3092050,Pantsu!,2024,Intel Core i7-8700K,GeForce GTX 960M,2,Intel Core i7-8700K,179,GeForce GTX 960,249,,11.74,439.74
2778540,勇者救魔神—阿奎拉尼大陆战记,2024,Intel i3-4340/AMD FX-6300及以上,GTX 660 HD 7850及以上,4,Intel Core i3-7100T,29,GeForce GTX 660,,,11.77,40.77
1179580,KAKU: Ancient Seal,2024,Intel i7-9700 or AMD Ryzen5 2600X or faster processor,Nvidia RTX2060 8GB or AMD 5700 8GB or Higher,16,Intel Core i7-3770,98.69,GeForce RTX 2060,309,,43.83,451.52
2852490,Hunting with Dad,2024,Intel Core i5 4670 / AMD A10-7850K,NVIDIA GeForce GTX960 VRAM 2GB / AMD Radeon R9 380 VRAM 2GB and over,3,Intel Core i5-2400,49.99,GeForce GTX 960,249,,11.77,310.76
1592280,Selaco,2024,Intel i7-7700K / Ryzen 7 1700,NVIDIA GTX 1070 / AMD Radeon RX 5600 XT,8,Intel Pentium E5700,14.99,GeForce GTX 1070,469,,31.99,515.98
2852480,DETECTIVE - The Motel,2024,Intel Core i7 / AMD Ryzen 7,GTX 1070 4GB / Radeon RX 5700-XT 4GB or better,16,Intel Core i7-3770,98.69,GeForce GTX 1070,469,,43.83,611.52
2283060,Christmas SQUIRT!,2024,Intel® Core™ i5-6500 / AMD Ryzen™ 5 1600 or higher,NVIDIA® GeForce® GTX 1660 Ti or higher,4,Intel Core i5-2400,49.99,GeForce GTX 1660 Ti,425,,11.77,486.76
2853730,Skull and Bones,2024,Intel i7 8700k AMD Ryzen5 3600,Nvidia RTX 2070 8GB or AMD RX 5700XT 8GB,16,Intel Core i7-3770,98.69,GeForce RTX 2070 SUPER,738,,43.83,880.52
3142400,Scourge Of War - Gettysburg,2024,Intel I9 or Equivalent,GeForce 3080 Ti,32,Intel Core i9-7920X,170.66,GeForce RTX 3080 Ti,949.99,,125.99,1246.64
3009750,Dimensional Phobos Threat,2024,i5- 10300H OR +,RTX 3060,16,Intel Core i5-2400,49.99,GeForce RTX 3060 12GB,256.98,,43.83,350.80
2846580,Grappling Hook and Grappling Hook,2024,Intel i7-10700k,NVIDIA RTX 3080,16,Intel Core i7-10700KF,245,GeForce RTX 3080 10GB,779,,43.83,1067.83
3065920,Black Myth: Heaven,2024,Intel i7 12700K,GeForce RTX 3060,16,Intel Core i7-12700KF,174.99,GeForce RTX 3060 12GB,256.98,,43.83,475.80
3157790,ALL IN ONE ADVENTURE VR,2024,Intel Core i5-4590 / AMD FX 8350,NVIDIA GTX 970 / AMD Radeon R9 290,8,Intel Core i5-2400,49.99,GeForce GTX 970,100,,31.99,181.98
3118570,Junkyard Killbots,2024,1.2 ghz,512 mb video memory,4,Intel Pentium E2220,12.99,GeForce GTX 460,154.87,,11.77,179.63
2777110,River Attack,2024,intel core i5 or AMD Ryzen 5,Nvidia Geforce RTX 2060 or equivalents,16,Intel Core i5-2400,49.99,GeForce RTX 2060,309,,43.83,402.82
2957330,Silent Mourning,2024,Intel Core i5-12400F,NVIDIA RTX 3060,0.0,Intel Core i5-12400F,108.99,GeForce RTX 3060 12GB,256.98,,11.74,377.71
2373550,Cosmantic Cluster,2024,i5 or greater,GeForce GTX 650/Radeon HD 7770,8,Intel Core i5-2400,49.99,GeForce GTX 650,,,31.99,81.98
351970,Tales of Zestiria,2015,"Intel Core i3-530, 2.93 GHz / AMD Phenom II X4 940, 3.0GHz",Nvidia GeForce GTX 560 Ti / AMD Radeon HD 7850 or equivalent,4,Intel Core i3-7100T,29,EVGA 01G-P3-1561-KR,701.12,Samsung M393B5170FH0-CH9 4 GB,11.77,741.89
217120,Waves 2: Notorious,2015,"Quad-core Intel or AMD, 2.5 GHz or faster",Shader Model 5.0 compatible graphics card,8,Intel Pentium E5700,14.99,MSI GTX 1050 Ti 4GT OC,263.99,Timetec PINNACLE Konduit 16 GB,31.99,310.97
355970,Home is Where One Starts...,2015,"Intel i5, 2.8+ GHz","NVIDIA GTX 570, AMD Radeon 6870, or equivalent",4,Intel Core i5-2400,49.99,PowerColor Red Devil,539,Samsung M393B5170FH0-CH9 4 GB,11.77,600.76
234140,Mad Max,2015,"Intel Core i7-3770, 3.4 GHz or AMD FX-8350, 4.0 GHz",NVIDIA GeForce GTX 760 (3 GB Memory or higher) or AMD Radeon HD 7970 (3 GB Memory or higher),8,Intel Core i7-3770,98.69,Asus DUAL EVO OC,274.99,Timetec PINNACLE Konduit 16 GB,31.99,405.67
382300,Kidnapped,2015,"Quad-core Intel or AMD processor, 4 GHz or faster",NVIDIA GeForce 580 GTX or AMD Radeon 6970 HD series card,8,AMD FX-4350,55.05,XFX GTS XXX,159.99,Timetec PINNACLE Konduit 16 GB,31.99,247.03
387060,Earth Overclocked,2015,"AMD A6-5400K APU @ 3.6 GHz, Intel Core 2 Duo E8400 @ 3.00GHz","Intel HD Graphics 4000 and higher, AMD Radeon R7 240 and up, Nvidia GeForce GT 720 and up",2,Intel Pentium Gold G5420,29,Asus R7240-2GD3-L,124.74,Kingston KVR800D2S6/2G 2 GB,11.74,165.48
351300,Ceres,2015,Intel i5 3.2 GHz or equivalent AMD processor and above,"1 GB nVidia Geforce GTX660 or equivalent, 1 GB ATI HD7850 or equivalent",4,Intel Xeon E3-1220 V6,25,MSI GAMING X,425,Samsung M393B5170FH0-CH9 4 GB,11.77,461.77
368220,Close Combat - Panthers in the Fog,2015,1.5 GHz CPU,"512MB Video RAM, DirectX 9 compatible and capable of 1024 x 768 resolution or higher.",0.0,Intel Pentium E2220,12.99,XFX PV-T95G-ZNF2,119.99,Kingston KVR800D2S6/2G 2 GB,11.74,144.72
356110,Box Out!,2015,1.4GHz or faster,"Graphics Card made within the last 4 years (Pixel Shader 3.0, Vertex Shader 3.0)",1,Intel Pentium E2220,12.99,Gigabyte GV-N460OC-1GI V3,154.87,Kingston KVR800D2S6/2G 2 GB,11.74,179.60
314070,Super Mega Baseball: Extra Innings,2015,Intel Core i5 or AMD equivalent,"DX11 compatible, Nvidia/ATI",4,Intel Core i5-2400,49.99,Gigabyte GV-N460OC-1GI V3,154.87,Samsung M393B5170FH0-CH9 4 GB,11.77,216.63
391780,Uebergame,2015,3.0 GHz Dual or Quad Core,"1024 MB VRam or greater, Shader 3.0 supported",4,Intel Pentium E5700,14.99,MSI ARMOR OC,231.32,Samsung M393B5170FH0-CH9 4 GB,11.77,258.08
339840,The Moment of Silence,2015,"1,4 GHz Intel or AMD",DirectX compliant video card with 128 MB VRAM,1,AMD FX-4350,55.05,Gigabyte GV-N460OC-1GI V3,154.87,Kingston KVR800D2S6/2G 2 GB,11.74,221.66
381990,Dragon Saga,2015,Pentium 4 2.0GHz \ AMD FX,"Direct X9, 2 GB RAM",0.0,Intel Pentium E2220,12.99,Asus DirectCU II,269,Kingston KVR800D2S6/2G 2 GB,11.74,293.73
375310,Mighty Switch Force! Hose It Down!,2015,Intel™ Core 2 Duo / AMD™ Athlon 64 X2 or higher,"NVIDIA® GeForce™ 200 series or higher, AMD® Radeon™ HD5000 series or higher (it must be able to manage Pixel Shader 3.0) with at least 512MB of display memory.",4,Intel Pentium E2220,12.99,NVIDIA 9001G4012500000,389,Samsung M393B5170FH0-CH9 4 GB,11.77,413.76
372360,Tales of Symphonia,2016,"Intel Core i3-530, 2.93 GHz / AMD Phenom II X4 940, 3.0GHz",Nvidia GeForce GTX 560 Ti / AMD Radeon HD 7850,4,Intel Core i3-7100T,29,EVGA 01G-P3-1561-KR,701.12,Samsung M393B5170FH0-CH9 4 GB,11.77,741.89
547040,Above - VR,2016,Intel i7,"GTX 970, AMD 290, or equivalent",16,Intel Core i7-3770,98.69,GeForce GTX 970,100,Kingston KVR13LR9D4/16I 16 GB,43.83,242.52
423900,Dinocide,2016,Dual Core 1.6GHz or equivalent,"128MB of Video Memory, capable of Shader Model 2.0+; generally everything made since 2004 should work",2,Intel Pentium E2220,12.99,XFX PV-T95G-ZNF2,119.99,Kingston KVR800D2S6/2G 2 GB,11.74,144.72
471770,"In Case of Emergency, Release Raptor",2016,Any Quad Core or 3.0+ GHz Dual Core CPU,NVIDIA GTX 660 2GB / AMD HD 7870 2GB,5,Intel Core i3-7100T,29,ASRock Challenger D,219.99,Silicon Power SP016GLLTU160N22 16 GB,16.95,265.94
460700,Song of the Deep,2016,"4 CPUs, &gt;= 2.0 Ghz",1GB VRAM or higher,4,Intel Pentium E2220,12.99,MSI ARMOR OC,231.32,Samsung M393B5170FH0-CH9 4 GB,11.77,256.08
458970,Intruder Alert: Ixian Operations,2016,2 Ghz,"OpenGL support (FBO support, at least 4096*4096 textures)",1,Intel Pentium E2220,12.99,Gigabyte GV-N460OC-1GI V3,154.87,Kingston KVR800D2S6/2G 2 GB,11.74,179.60
474960,Quantum Break,2016,"Intel Core i5 4690, 3.9GHz or AMD equivalent",NVIDIA GeForce GTX 970 or AMD Radeon R9 390,16,Intel Core i5-2400,49.99,GeForce GTX 970,100,Kingston KVR13LR9D4/16I 16 GB,43.83,193.82
458990,Astral Domine,2016,"Intel i5-4590, AMD FX 8350 equivalent or greater",NVIDIA GTX 970 / AMD R9 290 equivalent or greater,8,Intel Core i5-2400,49.99,GeForce GTX 970,100,Timetec PINNACLE Konduit 16 GB,31.99,181.98
497360,"Gabriel Knight® 3: Blood of the Sacred, Blood of the Damned",2016,1.4 GHz,DirectX 9 Compatible,0.5,Intel Pentium E2220,12.99,XFX PV-T95G-ZNF2,119.99,Kingston KVR800D2S6/2G 2 GB,11.74,144.72
312560,Xanadu Next,2016,Core 2 Duo 2GHz or higher,"64 MB VRAM, 3D accelerator compatible w/ DirectX 9.0c",2,Intel Pentium E2220,12.99,XFX PV-T95G-ZNF2,119.99,Kingston KVR800D2S6/2G 2 GB,11.74,144.72
542350,Castle of no Escape 2,2016,"3.0 GHz, 4 cores",512MB VRAM,2,Intel Pentium E5700,14.99,Gigabyte GV-N460OC-1GI V3,154.87,Kingston KVR800D2S6/2G 2 GB,11.74,181.60
444640,Bloons TD Battles,2016,2Ghz or better,"OpenGL 2.0 compatible, ATI, Nvidia or Intel HD",1.0,Intel Pentium E2220,12.99,Gigabyte GV-N460OC-1GI V3,154.87,Kingston KVR800D2S6/2G 2 GB,11.74,179.60
394760,Dead Effect 2,2016,"Intel Core i7-3770 - AMD FX-8350, or faster","NVIDIA GeForce GTX 970 - AMD Radeon R9 290, or better",8,Intel Core i7-3770,98.69,GeForce GTX 970,100,Timetec PINNACLE Konduit 16 GB,31.99,230.68
444990,Ad Exitum,2016,"Quad-core Intel or AMD, 2.5 GHz or faster",DirectX 11 compatible graphics card,8,Intel Pentium E5700,14.99,Asus DirectCU II,269,Timetec PINNACLE Konduit 16 GB,31.99,315.98
496930,Sumeru,2016,2.5 GHz Intel Core i5,"512MB Video Memory, capable of OpenGL 2.0/DX9(Shader 2.0) support",2,Intel Pentium E5700,14.99,Gigabyte GV-N460OC-1GI V3,154.87,Kingston KVR800D2S6/2G 2 GB,11.74,181.60
396870,Catyph: The Kunci Experiment,2016,"2,5Ghz+",Video card with 1GB VRAM,5,AMD Ryzen 5 8500G,152.5,MSI ARMOR OC,231.32,Silicon Power SP016GLLTU160N22 16 GB,16.95,400.77
744660,Dream Channel,2017,"Intel Core i5-4590 or AMD FX 8350, equivalent or better",GeForce GTX 980,8,Intel Core i5-2400,49.99,EVGA Superclocked ACX 2.0,389,Timetec PINNACLE Konduit 16 GB,31.99,470.98
456670,Hand of Fate 2,2017,2.66GHz Intel Core i7,"Intel HD Graphics 5200, NVIDIA GeForce GT 750, Radeon HD 7800",4,Intel Pentium E5700,14.99,PowerColor RX7800XT 16G-P,599.99,Samsung M393B5170FH0-CH9 4 GB,11.77,626.75
592020,SmuggleCraft,2017,"Intel Core i5 or AMD Phenom II X3, 2.8 GHz",Nvidia GeForce GTX 660 or ATI Radeon HD 7950,2,Intel Pentium E5700,14.99,MSI GAMING X,425,Kingston KVR800D2S6/2G 2 GB,11.74,451.73
555830,Vecitas,2017,Intel i7,"Gtx 970, AMD 290, or equivalent",8,Intel Core i7-3770,98.69,GeForce GTX 970,100,Timetec PINNACLE Konduit 16 GB,31.99,230.68
623810,Rabbit Story,2017,"Quad-core Intel or AMD processor, 3 GHz or faster",NVIDIA Geforce GTX 660 / AMD Radeon HD 7870 or higher,8,Intel Pentium E5700,14.99,ASRock Challenger D,219.99,Timetec PINNACLE Konduit 16 GB,31.99,266.97
394120,Home Legacy,2017,"Quad-core Intel or AMD, 2.5 GHz or faster",DirectX 11 compatible graphics card,16,Intel Pentium E5700,14.99,Asus DirectCU II,269,Kingston KVR13LR9D4/16I 16 GB,43.83,327.82
545890,Breaking Wheel,2017,i5 or better,"Radeon HD 7850, Nvidia GTX 760 or better",8,Intel Core i5-2400,49.99,Asus DUAL EVO OC,274.99,Timetec PINNACLE Konduit 16 GB,31.99,356.97
738480,Find Pixel,2017,"Intel i3-4000, 32/64 bit",GTX 650,2.0,Intel Core i3-7100T,29,MSI GeForce GTX 1650 SUPER,419,Kingston KVR800D2S6/2G 2 GB,11.74,459.74
244750,Aztez,2017,2.5+ GHz Quad core,"NVIDIA GTX 660 or better, ATI 7950 or better",4,Intel Core i5-2400,49.99,MSI GAMING X,425,Samsung M393B5170FH0-CH9 4 GB,11.77,486.76
700480,Microsoft Allegiance,2017,"Intel i3+, AMD K10",Any 3D video card (DirectX 9 Compatible),4,Intel Core i3-7100T,29,XFX PV-T95G-ZNF2,119.99,Samsung M393B5170FH0-CH9 4 GB,11.77,160.76
640890,Will Glow the Wisp,2017,"Intel Core I5-4440 3,10 GHz",GeForce GTX 660 (2048 MB Ram),8,Intel Core i5-4440,100,MSI ARMOR OC,231.32,Timetec PINNACLE Konduit 16 GB,31.99,363.31
520720,Dear Esther: Landmark Edition,2017,"Intel Core 2 Duo E7300 (2 * 2660), AMD A8-3850 (4 * 2900) or equivalent","NVIDIA GeForce GTX 560 Ti (1024 MB), AMD Radeon HD7770 (1024 MB)",4,Intel Core i3-7100T,29,EVGA 01G-P3-1561-KR,701.12,Samsung M393B5170FH0-CH9 4 GB,11.77,741.89
852920,Bad Bots Rise,2018,"Quad-Core, 2.8 GHz or higher",GeForce GTX 950M 2GB,8,Intel Pentium E5700,14.99,EVGA Superclocked,199,Timetec PINNACLE Konduit 16 GB,31.99,245.98
830590,Holy Potatoes! A Spy Story?!,2018,"Intel Core2 Duo 2.3GHz or AMD Phenom II X4 3,4GHz",ATI Radeon HD5000 series or nVidia GeForce 500 GTX series,8,Intel Pentium E2220,12.99,GeForce GTX 570,288.74,Timetec PINNACLE Konduit 16 GB,31.99,333.72
851790,AstronTycoon,2018,2.7 GHz dual core,"Dedicate graphic card DDR3 1.5 GB (800 MHz), Open GL 4.0, Shader 5.0",1,Intel Pentium E5700,14.99,MSI GTX 1050 Ti 4GT OC,263.99,Kingston KVR800D2S6/2G 2 GB,11.74,290.72
775900,MotoGP™18,2018,"Intel Core i7-2600, AMD FX-8350 or equivalent",NVIDIA GeForce GTX 960 with 4 GB VRAM or more | AMD Radeon R9 380 with 4 GB VRAM or more,16,Intel Core i7-3770,98.69,Asus STRIX-GTX960-DC2OC-2GD5,249,Kingston KVR13LR9D4/16I 16 GB,43.83,391.52
936160,Atelier Rorona ~The Alchemist of Arland~ DX,2018,Core i7 3.4GHz over,"NVIDIA GeForce GTX960 or better, 1920x1080 (Graphic Memory 2GB or better)",8,Intel Xeon E3-1220 V6,25,Asus STRIX-GTX960-DC2OC-2GD5,249,Timetec PINNACLE Konduit 16 GB,31.99,305.99
686620,3D Mahjong worlds,2018,"Intel® i5-4590, AMD FX 8350 equivalent or better","NVIDIA GeForce® GTX 970, AMD Radeon™ R9 290 equivalent or better, Video Output: HDMI 1.4, DisplayPort 1.2 or newer",8,Intel Core i5-2400,49.99,GeForce GTX 970,100,Timetec PINNACLE Konduit 16 GB,31.99,181.98
774811,YUMENIKKI -DREAM DIARY-,2018,"Intel i7 920 @ 2.7 GHz, AMD Phenom II 945 @ 3.0 GHz","NVIDIA GTX 660, Radeon R9-270",8,Intel Core i7-3770,98.69,ASRock Challenger D,219.99,Timetec PINNACLE Konduit 16 GB,31.99,350.67
